"","GSM160404","GSM160424","GSM160427","GSM160428","GSM160429","GSM160353","GSM160358","GSM160362","GSM160391","GSM160405"
"SLC12A1",16.1657415584856,15.8530023447147,20.5000331861125,16.4672198468465,15.6689726453437,14.0901789446146,19.0359996926938,13.7628360717809,13.9665974340292,15.0230232211118
"RIC3",99.7351489982558,62.0984126752814,62.7138679658453,63.238998459517,51.2328193312017,109.674209350026,64.4361093925811,73.0504336073194,159.225985868388,163.852949367955
"HHIPL2",66.89279091065,170.521752831032,47.9463583215052,44.9291080184834,109.946812793892,63.3048386065663,61.0496005235022,56.8065296680261,71.8579656351939,78.9336495811076
"DKKL1",44.8459561664541,82.8883963739874,69.9431981357725,67.2538390608721,70.336510505897,52.1257872535886,58.6216883573333,44.0355538838789,50.8135053632261,43.4062929209233
"ABHD17B",107.085701231907,73.9412932111149,49.1108767152504,74.293395720539,57.5136035253315,116.554921614538,296.791013143704,83.1434926350724,118.783353201933,191.663947800342
"MTMR10",28.5684363151015,38.7050251705368,37.754670817231,35.8524313712108,33.431961775763,33.9593114856397,34.4335877045792,34.8850292579903,35.5115732438546,27.6033149038977
"ADAMTS9",172.102524659048,2133.59552985761,167.899133430933,208.494244515981,551.166554287476,140.294031730222,233.160994279593,119.94885110444,297.592792096661,162.596379341195
"MYO15A",54.7619969361935,56.5418291710539,46.2464196389915,42.8076226277806,50.9189465924031,51.9004563171679,46.3130936394848,51.2674355913899,46.6389549996852,53.1865689697542
"GDPD2",81.0640671738782,73.1817717301647,71.3505230869114,91.9715530947345,69.0730918109439,79.462488365082,78.4186860182478,91.0201975909201,80.8436844125445,103.767544747238
"CATSPERB",31.8373179732245,40.2349226955523,44.1858856544062,46.7621062883421,34.4400350532568,45.3775683609502,57.6861947808093,46.419732519976,38.341074132712,39.0300196763767
"DEPDC1",23.7774604642053,21.0883284177751,17.4665316903515,30.2262464091746,19.0911223421863,16.7520951278613,31.1983582752796,16.7522690172643,19.474572403097,110.975047436582
"BTBD7",39.5443594797241,98.7212402925769,56.7644280817385,52.6461398601282,67.6895438114326,47.7130886260326,52.9992562987614,57.7803095289546,58.9150973968907,45.332940151643
"SPATA6",88.2748996957313,96.6240406083483,60.4414354136349,70.2149176382016,71.3824361715103,69.3918682677337,46.22529862995,52.3215459458291,97.5141380301105,88.4563323403378
"CCDC102B",22.4192434017766,25.5220020723708,18.4972786289748,20.081962652566,20.3844415609297,19.5371376984389,20.0818121075176,16.5100595393067,18.8606933860003,20.8967977824289
"MAK",34.7178197301044,47.4007869107603,27.753718724585,35.0920163342845,34.8314203563815,35.6668474879207,36.7238910600967,35.6668474879207,31.6831206005246,35.3209722673557
"PDZD3",89.0580721008753,100.90908059498,86.598286840501,124.232759928326,93.4764938607326,89.2827939945848,87.4016507455043,75.7531063325481,73.8189102207141,76.3043095598001
"CNGB3",51.1402653813057,51.5696263146554,47.7203637356326,47.5869639919247,44.5831947348918,44.5297612720727,43.8992788447204,48.7890027869511,42.6321397092614,46.4635699901898
"MAVS",229.48513558504,119.398193208132,205.531608167404,98.3189786940742,161.429356293546,231.68516212941,186.603926999142,247.52610346664,192.978636828002,211.542986945827
"FAM46C",101.83970629852,172.02195058436,77.3808791950813,65.7526330388259,80.9119713251653,49.8687790826865,52.1473296857149,45.6853361970314,140.059945339222,98.6870974673326
"CD244",56.6805216725377,59.8785858003531,73.0078590302432,71.5764689874971,47.8813206521041,59.240890520567,44.691970045497,54.9252943848546,44.2832139539166,46.8984244968666
"CFAP45",50.6490560080272,107.540326997865,88.8762418896941,94.3110425297532,95.9673474487995,67.3017370568951,64.4660613182054,66.3410041151356,66.3613545868418,63.114297785322
"TUBAL3",19.4377431749789,34.5560770120284,22.2264160002589,23.4945041584221,22.3973152435077,18.5358722707223,22.5331840371372,20.9670478290347,18.0667479694574,20.8026442140609
"N6AMT1",100.400366315598,138.805919696122,121.269224306475,173.368313126462,112.286317702466,123.483730299572,154.983712285739,88.6383743066686,96.8922588569868,115.670201583532
"FAM83E",45.1829692101721,71.840590082842,73.2213786837766,59.5572303171062,58.1383616973858,49.6413107380309,42.366818228471,46.1397412165943,52.1821177393276,51.5372896407358
"GPR88",14.8519115134387,22.6474514282637,15.1066555485905,17.6118431854053,18.8814013077081,15.8012763805159,13.9476971019502,19.4742756689077,19.0426925063945,17.4850805898205
"PARP11",40.6541334875281,55.453459761723,33.8747882513193,66.2783513343936,40.5352517634576,34.7530532722329,47.0273486437612,47.8372784529581,37.4493964400811,40.9262119399014
"LRAT",24.6250841465304,22.5232113839591,19.6209996425656,23.3571989403862,23.6716684995623,21.4459133417,17.2953726622091,20.7252552184511,22.1162672753109,20.9650194049203
"EPN3",193.373655038141,104.196889540024,312.413781762702,116.13536044191,192.633280563672,125.701297281109,227.489214557066,397.91797757328,182.588840434769,232.884632525383
"MYLIP",591.07692407287,303.079441816358,579.235437185808,568.831630302323,368.897602367503,434.879441806843,501.130699121571,499.94600761183,393.42445144548,441.523210805365
"DOK3",45.4685524095306,50.3240530784676,58.326907900767,63.4104882257618,51.2012339646617,61.1567936692968,47.6784499790537,48.9637098080339,49.1328303273163,51.1397271561343
"CCDC121",23.6805158836453,23.7492159044864,25.1350243778904,26.0071661341676,33.5943167077715,26.0328719542813,38.0886330533198,23.8323761623381,21.1239811275065,24.7999888552934
"IL36G",28.5925326212417,28.6827579339803,29.9403453973428,34.8700458245834,28.1621234064213,27.9063959155063,25.3364193271772,26.771225483913,26.0748035652008,27.2887890612368
"CNTD2",138.627788188406,131.829839206188,140.241339721367,168.533297997399,133.914069663127,160.920455733227,131.566326529444,158.997592931451,133.696714727294,145.611735395017
"LINC00472",20.6373995065355,43.5920386960046,18.7036567271476,32.0336732016978,28.5615905376626,21.0196426513818,21.4885429062884,18.4842402222485,26.7052069033631,22.9466057104033
"TAF7L",44.5622069483371,30.766424424503,31.1063104114961,38.6680456088183,40.5795441508425,49.2943985764769,30.3608269028752,35.2312212833821,37.0242657112919,31.1200524374782
"VGLL3",147.012567965226,198.490040830406,92.5611876215243,164.068876307896,391.597186471017,127.468602187507,70.4918684704565,124.349975550029,222.29611869272,135.979430612964
"RMND1",88.3824247181702,46.3623914598474,56.4700963344774,60.1008375045054,72.6254994315837,93.5425319298907,107.425467523528,73.2213786837766,91.5283503937329,88.4551250465934
"SAMSN1",192.981875316409,147.651894302283,34.3441729964316,175.3395066403,83.4903875171017,121.042827281637,51.9279962170045,34.6610385849621,172.958201461578,140.124094565785
"CYP46A1",84.6738401313543,132.684777207788,97.566952211162,95.8880977030104,123.181487921804,80.3331440883051,111.394776420731,110.458439637335,110.270674491787,69.5393097674564
"CLDN16",39.7924338768031,28.9992974670084,34.3892180045261,36.6195290640494,29.1784484152863,31.9586061089303,34.267483444129,40.693187380975,35.4870473888989,35.765379526223
"PAQR5",16.4441729733906,17.5224592004689,16.9721687886763,18.4436351498308,16.6460966152143,16.222912051249,15.7024427746902,16.4592736340508,16.4592736340508,16.3468306910782
"RGS17",75.1308430636483,67.7733883899186,124.624480746158,62.4317099760222,67.358089647261,37.9015834835453,221.68730217066,78.5497808512941,72.6088124272808,81.6213840918954
"GP6",21.5587676022547,23.5041228411095,26.8206065079449,26.2871877036859,22.0341018363033,19.172559654896,20.9865961848402,22.2309405395599,22.6102865225978,22.0512028490157
"NGB",38.3850171261902,65.6306054586211,45.5198814287268,81.2717054006233,67.1285473542632,50.7274678774547,45.1405948983386,42.2125317450441,40.8092897727218,45.3097757011252
"RALGPS2",28.3326760934145,22.7913281412764,23.3431403440868,37.2321656667294,21.1801626321637,25.4220622451881,25.3884552311366,22.6584071802435,26.4337651198282,28.3572263278819
"TPSG1",188.257530692092,153.712197487675,141.189047777912,199.412848597408,173.297924860745,161.023880482309,165.965322631782,184.862365637916,154.492200183786,172.897526418578
"GREB1L",84.9568890657989,70.2283171350784,100.203499144212,198.862985384841,126.567888119987,80.709074334081,87.7712225409386,110.214493580822,106.237853442607,86.4310096570162
"MRNIP",259.279444346913,331.636710787885,326.993403028673,302.975733287044,325.857368406423,249.894444757518,253.426853309097,198.809338221325,291.206401615413,236.496336870151
"PDE7B",42.8004419091197,45.4382808945831,33.5299292518578,47.3790478094609,36.359425361191,40.0544890970011,37.8918682954172,35.8395834776472,33.4989402741108,47.0698108283962
"C11orf16",125.248609883599,205.038707316881,176.688771196186,193.279615543691,162.240390772635,192.887862542073,130.915546408554,172.448737073447,152.743614665703,162.842581410638
"LRRTM4",16.7212803133572,15.1306842391689,13.6127702009661,16.6644646681327,15.618501971693,13.3205374184028,14.6086707861999,14.6092843116191,15.1185392681157,16.1278472171073
"MTHFD2L",103.171520237916,102.89793490301,115.485230309516,113.361066850178,106.690458628122,74.3948410627228,149.149155504106,111.231506661927,106.56575036892,109.737017735713
"KLHL29",41.3016663213173,52.9437332041155,71.9957039099225,39.8829788664818,36.1311560661553,29.6605216524507,30.4788846422035,47.6933446911726,46.6209168994968,51.1901619816091
"ACKR4",18.8889902000358,23.5437170066769,19.7714687999064,28.2123973242527,21.4621574625295,16.9175757791426,18.338884792691,22.7815132231998,15.7931908687256,18.5575488150636
"FAM86C1",150.2749652366,79.5936049543548,128.616216109272,77.9428540001622,89.9438346888689,142.649489195229,164.130144944362,149.447532129788,152.334083400681,121.016676669021
"MCF2L-AS1",65.9049589980676,61.0748035631958,140.787405397749,58.8546231220462,76.7047628494947,69.3212942273168,157.906228858449,78.6868989845444,63.4857792607069,60.7042532500934
"CORIN",92.6929259546251,145.03225833721,46.5244940059447,40.2542437290238,66.4201232355461,58.742593987623,39.6646736556331,121.634685877328,67.8572002899902,130.003897526532
"SGK2",158.080645023122,151.719452402685,135.733608066392,130.134832233477,145.736075115229,123.556755243772,141.954717516154,167.717320650169,144.308176690772,185.162046267862
"BATF3",134.246828593118,294.459127875424,100.938254354227,153.035142472046,134.380929569042,136.273804397923,91.0945633246381,104.664187027189,113.162870381572,114.052780448726
"ARPP21",15.3619467941783,17.7084157477,18.8546161863151,48.4024586041508,27.8221466548833,16.0649200663692,16.7359089034485,17.34235629764,16.1469744951413,17.8853351202244
"THAP9",18.7567236800007,13.4286864095311,16.7543498260635,18.07557881727,17.4488805335251,19.1703578104673,26.4906975482018,18.2142653010438,18.4657489288075,19.9296610686565
"IQCH",26.4795686156397,29.67157278048,18.3348870567713,20.9912323250037,22.9953195464215,20.2085661924473,50.8608550804274,25.2133235431172,25.1057724466167,23.2449113238718
"PSORS1C1",25.7734581036719,27.8039801238298,34.5417648316241,27.105495172898,38.7864618101982,29.000038905482,26.9629422626364,25.019234469878,25.5763647857297,26.5316896185837
"EPB41L4A-DT",36.1311560661553,88.0338558229761,80.1453799658012,49.2204454066576,57.5377945482486,32.5207184969439,71.4433452103997,49.8552453511599,32.9948809083249,33.9684864779104
"ALLC",63.7402625495004,58.9891065484896,44.6278022980333,60.3403672688935,41.5100493261782,51.3840386116608,39.5498481824014,49.8487349248107,55.8815866867237,49.497446937476
"ELSPBP1",53.4230953147124,62.4827921846842,53.815164613795,53.7975441886499,51.5602817723143,52.5767716999937,49.3218867953797,51.7806759542293,49.8854293175383,48.8437700977302
"SAP130",339.306291054457,255.747480128626,352.727452360725,160.092563467934,345.829379935024,281.958368598241,287.166931697341,368.833088813685,313.672040466153,304.036622088606
"USP36",109.550896686224,374.585426687453,208.276906500058,130.764666820711,155.271526003981,119.459865668962,128.951637879279,98.4315351677993,152.823064602422,116.611813535713
"SLC12A9",229.249320182009,311.205435377198,390.774477086753,251.078172747691,331.883307804892,284.886666855769,267.099880560757,286.675448178688,243.05201214337,232.935122951833
"DNAJC28",27.696160361797,25.0513891387924,28.7287521579115,32.6957103990702,25.2784397801061,25.8896507318279,26.1032553023528,26.065405853925,24.8515606731762,28.1463406012706
"DCHS2",37.6202598988312,34.6556282076231,37.5779188476229,45.753689429877,36.0301117124768,33.9731213787135,31.6561594819009,31.2076351837755,27.0083505299171,33.5701955786315
"KLHL28",45.12703445249,40.2349226955523,51.2586762856491,53.0890785058698,34.0152990673632,46.1036630888115,39.1613265881946,50.3379540787119,42.146391325292,54.04968286792
"C5orf66",128.408725495314,215.281318628774,153.769817904801,131.971138987433,164.570916602699,83.7509692576605,98.5338980855033,134.752757179173,148.348015002651,116.513948088357
"LRRC19",14.8323593200286,15.8530023447147,15.2337049735546,16.8619462653345,17.6626398972297,15.2468710321062,15.1873539259848,15.9845806015485,15.2646227882305,15.4211085210074
"FAM30A",49.8314658889757,73.3695663848328,53.1222773767876,64.1030208578717,52.36983958875,46.9335311751093,49.6849091061412,47.0718173115333,50.876178578687,41.1170876651334
"TCP11",28.3128978749492,33.4215292671899,30.9563225827347,31.2756142065136,29.1784484152863,28.9319625526174,28.644504921239,33.5089344887493,25.5803961963356,32.3051301594461
"FSCN3",48.8327152572608,51.5882380036298,47.8015106306472,65.9663540186975,50.0395419880268,58.8539366464378,44.9264350617366,55.9494308842717,48.010943268799,57.8018387678294
"DNASE2B",41.3293893357548,39.3438577380361,33.1801697570772,37.2812648563605,35.5053887105164,30.8486199120096,52.4705371284098,122.918371826687,61.73510075158,40.2651291779853
"ABCG5",23.4782446961713,35.6706819293045,22.2484980560318,29.2546184487163,28.1982915761557,23.9128559808434,23.5436025898109,23.1277257009781,24.8493175656566,24.6865745753549
"NME8",28.5873067479837,38.1294779120964,24.6898465313256,35.2833728853447,28.6121292395819,29.7067683686148,28.8733639078043,26.8048893724718,38.7461104589358,31.7762911881096
"JPH2",39.609588009378,79.2165565287684,50.2990099574511,47.7973704136435,46.5208468096128,46.7124315865273,40.2746770721563,39.8983228180278,37.4518663165268,44.0797302390468
"EML4",287.851663955909,123.124041356787,73.7883063301288,63.1629805271637,67.9871026122071,339.268211578126,215.379751777153,224.472369716681,321.540773963808,372.399322544962
"HHLA3",130.209757858398,88.4961170891453,434.529441806843,97.8487005654158,244.029457369604,174.723839689675,458.079441806843,263.080531644339,149.990546227212,130.395942320924
"FER1L4",24.4556167584418,42.7044701683894,38.7621077962357,39.6075786557425,34.432595993639,29.4557105981722,27.0013977770206,30.9774285359962,29.8221933868727,26.5030170413326
"CCDC81",51.4392413994499,58.5802784264916,53.4100261685134,40.8316133239034,58.7200433488405,58.0690206826785,107.839534504965,51.3268727429706,46.3398347407934,54.7382801469069
"AGBL2",38.0227222440825,37.1814711877918,77.5180693537917,29.6845601966491,59.6441190629484,28.5618959130542,26.158500509644,42.7155281220384,39.501762354022,43.8399513188009
"ZBTB3",38.7828878516652,33.1552885645654,53.1222773767876,35.821791235437,53.1033514097207,31.7071846580721,53.4645182608799,51.7311866940638,40.9368061080036,38.5649865937225
"EBF2",26.1560475830168,38.2880179432591,24.9590681189378,37.807254579839,29.4344471337061,25.4721443871602,25.0537257237166,29.6119467496045,24.6882760378789,24.2177457511342
"LGSN",13.6984091595544,15.3569352649916,14.3056537060012,17.6890801757235,15.8012763805159,13.8181740080047,13.2159795956163,13.1265232659609,13.1501225519289,13.7807368454388
"FGF20",16.9500685600568,19.5724627894109,18.4972786289748,18.3307559544168,17.6336577674038,16.6567448772984,16.0304911760429,15.6005979637254,14.38585597955,15.3257840245101
"DNAJA4",211.469938246967,144.217305897827,146.588687721062,148.464297531666,131.318602536891,166.788547105603,129.469823436622,163.610191018938,162.778990907472,232.029261755611
"LINC00115",96.1138893211212,90.0799739103113,124.245151531854,84.3407577589003,127.627740960862,91.0975795525537,125.144080733759,133.604879826516,185.334210969197,150.775193028756
"ADGRG3",56.740974174125,69.2998758746001,58.7049396464069,50.7782795135397,58.141162729261,57.6725623123221,49.3191307140717,44.8104166359212,55.5111422410891,54.9418169464692
"SNTG1",15.7783346233581,16.1334909841492,16.2242046294506,20.7208739695515,15.3320143901936,14.7209051247368,14.2424554469809,17.5375959969795,15.1306842391689,15.9768581288863
"PODNL1",75.8273838083131,100.085444256711,96.6979951804063,113.690127379875,89.884593850901,84.1062112553437,72.358204370989,98.5691699604575,92.9874753472801,69.8744377724454
"KCNK7",34.8415431154526,69.5896493587984,48.8239754710039,68.2107735259359,53.6710521647563,49.0827056891813,40.9571616862543,35.9399805010233,42.0943629404968,41.4649051954106
"SLC39A2",126.037537815821,110.500261722818,302.579441816358,95.4520431915749,93.9592317431642,71.7662575414184,69.2998758746001,1218.2093253811,71.0101112113486,158.008554269936
"CALML5",29.2712166241484,30.9992970000355,26.430701533423,32.0837466410978,31.5520163678156,25.6564582356521,28.1400751759161,29.1159205499425,28.0049174863675,25.5799802089136
"ATP8B4",140.43335959642,77.159748637833,52.4745284618914,46.3612932347731,123.523123813679,57.0349772664093,39.3963259729617,69.4177315362662,72.8885713157315,228.087287293404
"THAP4",423.595428287922,389.379441806843,802.675932630697,557.616415864939,531.632875262583,521.864206722603,648.093705420913,503.298440309988,346.745625605215,435.382883656042
"UBASH3A",42.5244533694151,33.0185077493993,42.0679545416837,53.6405579457346,43.588637591462,38.4809822774157,33.82908332013,35.315230118278,39.0343490487706,34.1154414863429
"USP25",648.769118174378,579.042776318064,451.708104643789,585.979964644308,686.765419407116,521.084327471999,705.022580400311,458.438077479989,495.108530784008,527.365573419302
"LMAN1L",216.746318261476,141.118733052446,348.064723032922,190.891028264034,160.517884041261,290.847172267304,313.621458902605,140.303313745955,214.533353010755,285.987402885699
"BTNL8",27.2355474320816,36.0217089529824,33.8078385538713,30.288087359922,30.5007776583327,24.2184706886573,28.1323767471086,33.0989993699926,26.686430300972,33.017973044672
"UBQLN3",26.4818116023481,19.12178838845,20.5765380576967,24.6880235073109,19.21772177508,18.7521590371391,21.3108598588457,23.2260710492666,19.1820868551729,23.0616071608253
"PLA2G2D",96.7342403247991,68.1373584294517,62.3402952631603,110.825473462374,64.8453714471981,68.3697612057367,56.3114899989099,72.1493838346713,85.6775974841053,74.5366481998683
"NPHS2",57.9609743917501,45.2289573992238,49.0090028217832,45.9454118269583,48.3263922982724,47.7927181587917,58.0313752468506,57.3076660795756,46.5186771674081,67.6971336438602
"FNDC11",63.0024919474564,68.918126400613,57.7991855900826,70.7136188081665,64.2502280963548,57.7800517310857,55.5433941822949,70.5261030589573,64.0133403556385,53.4582539662896
"OBSCN",88.7970366572111,104.34762157276,102.770005850265,110.448665619108,88.486480704794,98.5870438371402,92.5342421103206,96.1952364434926,80.6709146376065,93.6377973525741
"CD207",75.5463931392347,52.5150959447784,95.5970149027394,70.6626874400356,49.2261477610687,74.4964612904005,65.0299210159075,59.6241301743002,61.6970110776968,73.681777883356
"NDST3",22.9756943529388,23.280275856316,23.7251501735301,37.9980856843486,22.8712320244728,21.588527959432,20.0153082003014,22.0993426094523,21.0013854840867,26.4589461540575
"FAM110D",90.5466632735243,135.254025979149,96.0046157407651,114.693020228147,152.337840781059,119.911281158975,58.5128041420113,60.9884819972051,71.1286390997806,77.2039596211977
"TMPRSS11E",28.9592812624716,45.765521378756,43.4067035846925,34.2154948184815,40.5572699602502,31.4479136860886,33.9016224330661,39.0273454237096,28.9631962163486,36.7307473715115
"CYP39A1",232.469655449448,314.829212159611,346.390024164172,247.200683773886,320.860668476655,283.935706445525,418.479441806843,460.283330915134,320.009466594355,270.698798311873
"PRRG3",46.3140659001943,55.4011022039114,48.8172623007874,52.6461398601282,48.7682736903042,45.2590212018668,46.2137272799361,43.475242194685,39.9502297042666,50.3680179054437
"COQ8B",28.6820586462617,29.8762030387149,30.1710305575662,26.4295602460023,26.0139479973133,26.7361312161821,26.2476223856016,27.2733233378348,29.6185130050611,27.3479717247574
"SLC30A10",21.3658607473796,21.614610941454,19.9889382715724,22.4245603422901,20.112836863075,17.2837734863517,16.5686118376688,24.0420339726013,18.2260082023747,21.6217404736493
"CNTNAP3P2",19.491767185028,20.7927292503035,23.1156713521527,34.4021495087354,23.562081259218,18.941819556357,20.9331659523015,23.298125795754,20.0328157525759,22.4050799362174
"ANGPTL8",40.2482693827795,64.9287682346162,47.8596324035565,52.6461398601282,45.0460193479697,46.3398347407935,46.6155132529127,38.1164849625204,36.9943209404158,40.3574404765789
"QPCTL",16.2422911594536,20.7068487962542,21.0128740940282,22.874062151061,24.6737000419862,19.5539332744282,20.5391655581203,24.3992346912369,18.191445596736,18.6688848917043
"LGALS13",20.2697668463911,19.6337520945862,18.1622724688947,20.8956670940113,16.763565780492,16.9721687886763,18.373856210666,17.8468908994139,17.2849699871434,21.5067305573607
"DNAJC22",34.7872275949993,36.4248147890921,35.3737239437365,37.2824241287527,34.9164144412468,30.3854668844526,43.9061194171571,35.0939111816787,36.102097229537,39.1459266426248
"VAX2",36.3701181237739,36.3024860301948,43.886238361718,42.7040632234913,36.5641395432052,39.3041326275524,43.2276990197335,46.6837810783809,42.1563809484759,39.2198486861738
"ZNF557",52.7461332320772,51.5741687711616,61.5272230936923,56.1595675143055,50.5552266355577,55.2973524968473,66.9213824311602,45.5848808458653,49.3207501945423,60.6650787251405
"CHST4",47.7128254156682,57.3237890297455,48.2481859256505,49.5200267892594,44.6702539567154,50.7085247912205,45.2903248617276,52.4615894896388,44.0698067390246,55.0912951918653
"KCNK12",19.1836454531734,21.3177014209416,20.8789224564942,19.5802401971342,20.3365056142891,18.2147854095244,21.7324648781169,22.3498502091546,22.0832365914476,20.7093636181945
"LINC01260",36.8733884614339,50.8405026935725,46.2747936052714,55.026212205175,44.0401486201522,41.430708810919,36.9499855646891,35.7621664530624,42.136976266919,40.6320278184302
"BIRC7",64.2028105848687,121.558903563763,116.189418297485,147.84082970348,88.5671570356772,91.9431750627942,71.928282864819,70.3330591473308,56.7561536953877,69.5013179732836
"PQLC2",59.8248009579207,81.3663336862707,85.3906218727124,83.4677947633797,85.6790333398801,69.1989328576852,61.9658289240587,71.1075941362075,58.2280942829335,59.4461993522459
"SEMA6A",68.6668582864707,76.6023889307109,100.117246139314,58.8592188803485,67.5252786802076,81.862662032194,54.2971916824511,103.61683278294,71.5862921684901,73.9074864980715
"SLC16A8",60.9386569099488,118.071624433552,109.921260704389,117.459317746855,101.18347293969,76.6945739991408,79.5874355897417,75.8462151521356,59.4175844161779,65.0015590157996
"SPTLC3",21.2407537454477,25.9851634771563,33.007517275891,32.5063689638837,28.416695374164,19.5957904201491,20.0071077005132,22.3740584565797,24.1060258594018,20.7686497500397
"SAMD4B",74.7458946835397,93.0284459986651,87.4287701477129,103.076527915283,90.2210440613406,105.834048493641,81.6262578745604,95.2502684968595,93.733677701477,101.260024661958
"MCM3AP-AS1",108.729177928104,104.519723716612,164.766903479823,116.818996592039,125.707718394884,67.6141707206396,110.754397893271,123.619824517821,149.410519247197,100.502848397207
"SLCO1C1",35.5368327978331,25.7205560159032,24.5486377324756,26.716488743402,29.7203787184826,26.4143186279296,26.3643948361748,25.1840354491501,23.3571989403862,28.7160713157895
"CSRNP3",64.313290538514,79.8516474149718,91.4087988237041,137.76278891397,70.158815298836,33.744447434309,37.7743721826825,43.6690056469817,54.0741985486826,61.7290637972942
"CEBPA-DT",186.824968175075,198.174449680752,233.795064606429,287.979441880515,218.632777618828,259.09303771528,304.23138737072,229.673169311648,216.979703546653,213.229577613574
"CCDC15",48.9339707256719,99.5288394053256,105.769509811315,78.289474721337,101.18347293969,69.0170381085802,79.1573583535807,104.26057912945,77.7091614376816,61.1097271136544
"ARL14",14.9001302607848,19.1610641910787,17.61754502994,17.4144463172259,14.6589053271768,14.7753312443663,15.3454180878815,15.8600434372995,14.5083740196295,14.62541467261
"BET1L",45.7734776484087,88.6294870359225,78.4821188506619,104.241453828085,69.9724700595763,60.0350565173214,58.6121763643971,58.7763623173327,65.4670224421153,64.5023650668666
"MYCT1",27.9578396669471,29.1133368963254,28.4836317729626,33.281711388774,39.9722233818027,23.9710375077633,23.9060382815733,20.3366332787826,23.2329249803168,25.07203885588
"SLC25A21",19.9610557308902,18.4964501442742,14.5489055682206,16.3166688543411,19.9347678818758,16.8806328387857,17.0438929245571,17.1866358555408,16.1004638211173,16.9762241799087
"SLC28A3",24.2745470867133,28.9992974670083,26.3667773581798,31.2944465764618,26.6406958537791,26.6743056631261,25.5220020723708,26.5861995439243,27.0467382430944,26.3667773581798
"TMEM230",1224.29720715942,204.380339484462,363.228413459801,217.73981092151,255.49963981336,1741.82805973864,1101.42182841114,836.997900691917,1137.15213702157,1614.98546417164
"APOL5",26.7931810975648,25.646840509427,27.753718724585,31.0630246757595,28.1982915761557,28.6147530577814,25.827421665468,32.5825141010126,26.2012918870807,29.0584326764496
"CPS1-IT1",33.9559677915383,37.2728124032515,35.4981746925036,56.1374724639877,38.653560455604,31.6489418960154,31.3406641556062,34.5812621453238,29.4021869530086,32.0560431361698
"HAND2",24.2238037906024,61.73510075158,45.3208641258446,75.3206107671412,44.4018587281414,33.918051187372,34.2162465793187,34.1066142945881,25.641069361777,25.5246263809268
"GPR75",29.7385479680833,39.4809139805192,35.8388033454704,27.1405966286057,27.6408669329972,26.8362366613169,24.4793493043066,28.5570119498454,28.7884310533603,28.2757247579405
"SERGEF",94.6446828439196,142.098369620538,157.872309492246,182.684850420052,196.271958321733,114.762448586954,142.073216909644,132.119133307621,102.747374463494,87.7349959735883
"RNF19A",184.42005051679,322.73695545123,196.347075141444,209.332690244785,148.39041321558,182.381270850624,192.363641806431,131.785462066007,194.79480313938,176.175527235446
"MCOLN3",23.8617236635674,21.3021849158239,19.3621493965651,22.294281748246,17.4193990836876,19.4873859427964,20.9865961848402,22.6689239312632,20.0242128281258,23.9651608265066
"SIRPG",46.9706631504644,41.7389730571428,35.964398497346,50.8704108815462,37.1331958597021,41.6027850607558,34.5262637108315,40.1387218268425,40.7597733471485,41.6777696458357
"SNTG2",24.065467841836,29.1595531003073,30.0523790103389,29.7259323612354,35.8161816800001,27.6593183777121,30.5881214510118,34.2426720465563,20.0872316010315,20.7978689281725
"BCAS3",171.464089343683,116.443294509818,174.053510644131,109.883469900932,161.507397961001,144.090144262319,167.984467472552,179.785228704728,177.574029084864,176.788204018481
"HAMP",74.5880610292623,619.955984049265,297.951621361534,230.519886959546,146.776324943842,84.4861679002626,93.1435595711164,120.536705342833,119.366102545424,78.7227368705287
"OTOF",29.5573587878432,30.684818811172,29.3539336280556,29.6503766342535,29.9713603385338,30.3002211699636,28.1323767471086,27.4214946464787,27.4447934686425,27.0527219610256
"DMRT1",15.3097504686281,18.6711870133891,15.0598343659389,16.1816667105332,17.5447420012958,14.5262911264812,15.4201216681327,15.0867886490935,15.3285253735932,15.8092939230938
"TXNDC15",1063.23960727713,1014.10438695964,911.338875838163,1013.28371852003,1132.26882782833,1227.67844886504,837.604346537523,1075.87294330172,1065.6031911649,1063.38683900307
"CLEC1B",48.3262017662458,59.337002536072,51.2608593744866,90.0360740370484,57.4363821492096,57.1062006642353,45.704402211744,51.208038868374,43.541125888349,47.551945796754
"ZNF214",17.3397926514507,13.8782211163665,19.4891328888203,16.5324782190325,16.5303893222764,16.5505712529168,19.1293053617675,15.5530541230764,15.7874769275858,15.9681355772946
"ACTL7B",30.4242970839839,35.2735685556263,31.4875749928004,32.688059493808,36.8731329745072,30.185933643107,28.4703283176693,28.8749146237987,29.0850724798913,29.9450507805477
"FNDC8",29.5110286234779,42.003733573582,38.5688104109136,45.2681768907858,39.1189556233598,48.1487290877668,29.2792227994297,32.4883853958895,31.5700784216242,32.386449957528
"ACTL7A",39.397724062113,41.3671372812044,46.1949222337381,48.185785217965,45.7970260538361,52.8634186532026,41.2739237034607,40.746419123858,43.3885653291404,44.2286422868339
"KERA",16.8540050953273,18.4108830610029,16.6484666996341,35.5675544268587,19.176847952745,16.087861108633,16.8389382423737,17.6068431552485,15.9917010292949,16.679458622952
"CDKN2A-DT",28.4384229689871,48.2875031984503,34.2864447024762,42.0663603873484,31.9299755794854,30.7234672780589,26.1032553023528,31.2938055283473,32.5429974952815,26.8549082944569
